blockgroup_id,total_arrests,discretionary_arrests,unique_individuals,estimated_pop,discretionary_per_1000,total_per_1000,cumulative_pop,cumulative_pop_pct,kmeans_cluster,policing_category
450190031041,798,327,236,11800,27.71186440677966,67.62711864406779,508950,19.849843993759748,0,Highly Policed
450150209012,258,126,91,4550,27.692307692307693,56.70329670329671,513500,20.027301092043682,0,Highly Policed
450190034002,595,242,175,8750,27.657142857142855,68.0,522250,20.368564742589705,0,Highly Policed
450150205033,242,106,77,3850,27.532467532467532,62.85714285714286,526100,20.518720748829953,0,Highly Policed
450190020062,485,161,117,5850,27.52136752136752,82.90598290598291,531950,20.746879875195006,0,Highly Policed
450190049023,16,11,8,400,27.5,40.0,532350,20.76248049921997,0,Highly Policed
450150207143,374,115,84,4200,27.38095238095238,89.04761904761904,536550,20.92628705148206,0,Highly Policed
450190020021,214,120,88,4400,27.27272727272727,48.63636363636364,540950,21.09789391575663,0,Highly Policed
450190033001,334,120,88,4400,27.27272727272727,75.9090909090909,545350,21.2695007800312,0,Highly Policed
450350102003,36,15,11,550,27.27272727272727,65.45454545454545,545900,21.290951638065522,0,Highly Policed
450150208093,634,218,160,8000,27.25,79.25,553900,21.602964118564742,0,Highly Policed
450190026111,219,113,83,4150,27.228915662650603,52.77108433734939,558050,21.764820592823714,0,Highly Policed
450350106051,246,87,64,3200,27.1875,76.875,561250,21.8896255850234,0,Highly Policed
450150208091,151,58,43,2150,26.976744186046513,70.23255813953489,563400,21.973478939157566,0,Highly Policed
450350108082,165,58,43,2150,26.976744186046513,76.74418604651163,565550,22.057332293291733,0,Highly Policed
450150207163,335,136,101,5050,26.93069306930693,66.33663366336634,570600,22.254290171606865,0,Normally Policed
450350106041,186,76,57,2850,26.666666666666668,65.26315789473684,573450,22.36544461778471,0,Normally Policed
450299706002,43,12,9,450,26.666666666666668,95.55555555555556,573900,22.382995319812792,0,Normally Policed
450190057001,47,24,18,900,26.666666666666668,52.22222222222223,574800,22.418096723868956,0,Normally Policed
450510704001,4,4,3,150,26.666666666666668,26.666666666666668,574950,22.423946957878314,0,Normally Policed
450190031092,628,209,158,7900,26.455696202531644,79.49367088607595,582850,22.732059282371296,0,Normally Policed
450190043004,658,248,188,9400,26.382978723404253,70.0,592250,23.098673946957877,0,Normally Policed
