DefendantId,drug_count,drug_type,policing_category
8065551a50c774df6f3a08dc,1,Distribution,Normally Policed
80660974746a8a8448bc86ec,4,Distribution,Highly Policed
806a577121df73254d59f7d3,1,Distribution,Normally Policed
806e9e449e3ebbe2c06ea59c,2,Distribution,Normally Policed
80773b8835a42db17587d011,3,Distribution,Normally Policed
80774d126e2e0f759d12759e,1,Possession,Highly Policed
807a5443b0e3c5558148b230,1,Possession,Highly Policed
808b759a89e23b15e22bde48,4,Distribution,Highly Policed
8092bfb1aade9ede192305b6,2,Possession,Normally Policed
809a5b5b3f8d716c21e583ec,2,Possession,Normally Policed
809d0aeaf56f0b404361fc33,2,Possession,Normally Policed
809ee5e7615e153c5f6f205f,1,Possession,Ultra-Policed
809ffcd7d7391c09a3f7054d,3,Possession,Normally Policed
80b52002d772c61167f7d50a,1,Possession,Ultra-Policed
80b8272be4669dfb804c6d16,1,Possession,Normally Policed
80bb1470f3318004b1492767,1,Possession,Highly Policed
80be45550712026879ce2efa,4,Distribution,Normally Policed
80c56f63d60bf223392f41a5,1,Distribution,Normally Policed
80c8b2b7f9c3545edf6a5c33,2,Possession,Normally Policed
80c91a61a2bd3e2e2d0590bd,8,Possession,Normally Policed
80ca9655c08252cc8a7c1c71,3,Distribution,Highly Policed
80cc758073bb4335365d858b,1,Possession,Normally Policed
80ced090a0fdb3f56686b975,1,Distribution,Ultra-Policed
80d00aa9027c340af65d4d5a,2,Distribution,Normally Policed
80d63a9b0329a7c5fdec9eae,4,Possession,Normally Policed
80e81ae97570e653c58fa6da,11,Distribution,Normally Policed
80e942d3b278325be075513a,1,Distribution,Ultra-Policed
80e98253b1f3da4999112301,1,Possession,Normally Policed
80ee079bbb800f46677e3e33,1,Possession,Normally Policed
80ee1afc461d7baa885aac46,1,Possession,Normally Policed
80eeeb675529dca9d2652e7e,1,Distribution,Normally Policed
80f22b94891c56ea09a5000c,1,Distribution,Normally Policed
80f948b880c06c137455a278,1,Possession,Normally Policed
8103bcd2044d6a0c204216cb,1,Possession,Normally Policed
810f9ee7d652d9ef7ede8467,2,Distribution,Normally Policed
8111b393ce6acb2ce8b1f118,1,Possession,Normally Policed
81139bd807b69e8649336edd,3,Possession,Normally Policed
811d5961f9bcae215dfca574,2,Distribution,Normally Policed
8124db0c9e9d79ff0e8f48de,1,Possession,Highly Policed
812832c7e2f32463b9c3f3e3,4,Possession,Highly Policed
813a578b7ea8e45f9f5d3461,1,Distribution,Normally Policed
81406a2d00a2eae616193120,1,Distribution,Normally Policed
81469b101ebeab947b110c98,2,Possession,Normally Policed
8149a7307e3d216a09c1bc6f,1,Possession,Normally Policed
814ad6953dc3faebb0301a86,1,Possession,Normally Policed
814ec6ac53bfa63201f14fcb,1,Possession,Normally Policed
814f70139181b7960eeb438c,1,Possession,Normally Policed
8151978a04918e65d9f7d3a0,1,Possession,Normally Policed
815363b361fd56b506b6b484,1,Possession,Normally Policed
815387ad0d3c0a5b8edb153f,3,Possession,Normally Policed
81540fd7ce6799d16eb443e3,1,Possession,Normally Policed
815c25830ec36d811909e86d,2,Distribution,Normally Policed
815dd8f94b0ad2a3506e7c59,2,Possession,Ultra-Policed
815e27fdaa10a0a4e589d393,2,Distribution,Ultra-Policed
815ec3111b264fdd1eba8e73,1,Possession,Normally Policed
81651a9794389d2ba4a5f43b,2,Distribution,Normally Policed
8168ac9d8f5ccad8ed318030,1,Distribution,Highly Policed
8168f34dbd27640373e017a3,1,Distribution,Normally Policed
81736211120143e34f04577b,2,Distribution,Normally Policed
81739cd80f3743a9351ea746,19,Distribution,Highly Policed
8173e8636e55d1d270198bd8,4,Possession,Normally Policed
8179bb10e0210fd26889d90f,1,Possession,Normally Policed
818187fe896677c9671f90fa,1,Possession,Normally Policed
818490424e32b89d51147b91,2,Distribution,Ultra-Policed
818a19fef7123cead0b39950,4,Possession,Highly Policed
818c698aad23a8901d53f099,4,Possession,Ultra-Policed
81974a9374e4a6e1ec997145,3,Distribution,Ultra-Policed
8197e038408b4bb716f03e2e,6,Distribution,Ultra-Policed
819ba40be4c4337d4e38156d,1,Distribution,Normally Policed
819ce68869c65754aa85889f,1,Distribution,Normally Policed
819cfefd8eca7e517cca05d3,2,Possession,Normally Policed
819ff609e7340971af59b3d0,3,Possession,Normally Policed
81a69e741ac8a5da35d5e945,1,Possession,Normally Policed
81b4faa4ee9d9a6356294524,1,Possession,Normally Policed
81b8edb2e95735ee1a68768e,1,Distribution,Normally Policed
81ba76c5a6412e8cc50eba91,2,Distribution,Ultra-Policed
81bf1d390ccb6629c0b8130e,1,Possession,Highly Policed
81c1f34be3eee9824597d0ff,5,Possession,Normally Policed
81cdce5b997ac6bbda5d86dc,3,Distribution,Normally Policed
81cee900e19cd7ced68ceca4,1,Distribution,Normally Policed
81d13dbd2193074a1230f3af,1,Distribution,Ultra-Policed
81d4a4bfcddde698bf3369f9,1,Distribution,Normally Policed
81d71d7c298873c7fc6ed983,2,Distribution,Normally Policed
81dfe74af7a7af04d5bec254,1,Possession,Normally Policed
81e901e63b3f9652a4b2b68d,1,Distribution,Normally Policed
81eabdd8bb9a273c6c4e2784,1,Distribution,Normally Policed
81f411f7388718012efa5e29,1,Distribution,Normally Policed
81f74aaa7076444e6cf07979,1,Distribution,Highly Policed
81fad569f94f63c2fd9d969e,1,Distribution,Normally Policed
81ff6c91cc09e9d31e257b06,3,Possession,Normally Policed
8204fc3281c5381816dceb8a,1,Possession,Normally Policed
82086e53747d3fbf2324ffb5,3,Possession,Highly Policed
820b9c2f9c9b45311394b50b,1,Distribution,Normally Policed
82138d5ed412896ed45291e5,1,Possession,Normally Policed
8216796b3e2ac837b9c2bc4c,4,Distribution,Ultra-Policed
8218f81af9c6406e9f112fc8,4,Distribution,Normally Policed
8219677b5abee7c472a72303,10,Distribution,Ultra-Policed
821a4a8fc5a7a64d1b8ea149,1,Distribution,Normally Policed
821d9914b03a58c9f7901689,1,Possession,Normally Policed
821ed0b161fd4df98a09351b,4,Distribution,Highly Policed
82208a01b4c3cb5f43d440db,1,Possession,Ultra-Policed
822313d09714105eae01385f,1,Distribution,Normally Policed
8230a12f6aeffd20382bd3cd,1,Distribution,Normally Policed
8235fca71f8ddcd93570f3bf,1,Distribution,Highly Policed
823c640c30b3f3a29ccda642,1,Distribution,Highly Policed
823c6d9d72d36fd9f0c6d82e,1,Distribution,Normally Policed
823d780bff9792d62b1e72d6,1,Distribution,Normally Policed
82404faeaa475611891d1f1c,1,Distribution,Normally Policed
8248b7316b1ebeac7ea4a202,1,Possession,Normally Policed
8249094e07aa9068b42203e3,12,Possession,Highly Policed
8254f849eba30acacbefc2d2,2,Possession,Normally Policed
8257b5bc6693a760e09e1d3f,1,Distribution,Normally Policed
825c2d7bd44281cb8e053cb2,1,Possession,Normally Policed
825d2f3ab060ddfc76419083,1,Possession,Normally Policed
825dad0674ffac6d02d9cdc0,2,Distribution,Highly Policed
82612d5a84c1b3a8bc9ed360,1,Possession,Normally Policed
8265a077167f5f63d3e7ebfa,2,Distribution,Normally Policed
8267fdb762c4ba20b5a029c7,1,Possession,Normally Policed
826b8dd267f5cd0da8485354,1,Possession,Normally Policed
8270445420804120615f782c,1,Distribution,Highly Policed
8271d76a6262b771aca54865,1,Possession,Normally Policed
8275960507dbaec602276440,1,Possession,Normally Policed
827879f47dc24c464612ff27,1,Possession,Normally Policed
827e928f227e36e20bdc2d5a,1,Possession,Normally Policed
8281b687ee4d097e5b9838f2,1,Distribution,Normally Policed
82857a6aca0eb786270d39ac,2,Distribution,Normally Policed
828629f5d1a0d9e61be87b70,3,Possession,Highly Policed
828a6aa73ac235f3b2d1cdb8,2,Distribution,Highly Policed
828a6e912640f33ee2f3f9e2,1,Possession,Normally Policed
828ac32f377b245c2bce53f4,2,Possession,Normally Policed
829b98194944efbd7c908320,1,Possession,Highly Policed
829d1ddf62c0e154063133ff,1,Distribution,Normally Policed
82a16c9c5b649e261f16d945,4,Distribution,Normally Policed
82a5c3b688a6a75626b53c5c,1,Distribution,Normally Policed
82ac72301f6a755608e2152d,1,Distribution,Normally Policed
82af225753c4bb58ea1363c9,1,Distribution,Normally Policed
82b162eae2943d378b01e812,3,Distribution,Normally Policed
82b722d365057ab961b8a9e2,1,Possession,Normally Policed
82ba2d038b7406a497c08144,1,Distribution,Normally Policed
82bb69293e67d2af8f8770ff,1,Possession,Highly Policed
82c6d8a709af3da0c0e75642,8,Distribution,Normally Policed
82c8303b5aca02783babcd67,2,Possession,Highly Policed
82c912e8856884898d3a4a09,2,Distribution,Ultra-Policed
82cc8dcc7c1473f4c80e3d88,1,Distribution,Normally Policed
82d03879a98f8cee9d54e8c0,4,Possession,Normally Policed
82d96b32beaae8dd9b80fb68,6,Distribution,Highly Policed
82dfe8d278b330f4feda2525,1,Distribution,Normally Policed
82e039fe60acd2884d5a5768,1,Possession,Ultra-Policed
82e31928d1dc417cf5dacadd,1,Distribution,Normally Policed
82e850c23e2cd62f25af1037,1,Distribution,Normally Policed
82eb2468b7014f48e7010582,1,Possession,Ultra-Policed
82ef69c6327841b2983f2df0,14,Possession,Normally Policed
82f208fac21f8fe245a4f4af,3,Possession,Highly Policed
82f3ac45e15e157e9d920502,1,Distribution,Normally Policed
82f4b010c9745b460601c994,2,Distribution,Normally Policed
82f698f23fe4aa6c4ce6229a,1,Possession,Normally Policed
82f7ba76752981c1c397a523,3,Possession,Normally Policed
82f86588b71c2d4d6dd948ec,1,Possession,Normally Policed
830f9d3a0efc5abb86d85381,1,Distribution,Highly Policed
8312d8cea3ec300678bd69e9,1,Distribution,Highly Policed
8312e50e945d270915704584,3,Possession,Normally Policed
831d63e23576049a9eb22fdc,7,Distribution,Normally Policed
831fa4e52cd4cbb33621cf4f,1,Possession,Normally Policed
83205eee41b28833b7cf328e,1,Possession,Normally Policed
8320b8be3b0a8611a63ba64d,6,Distribution,Normally Policed
83283a7856971bd46c8f0f3c,1,Possession,Highly Policed
832abe6e8874856983cb52d0,1,Distribution,Normally Policed
833be0d17ccb9d624f2df7fc,2,Distribution,Normally Policed
833d2a32b54c199deacca39c,5,Possession,Highly Policed
83479b226a1d59dd83ba43d4,8,Distribution,Normally Policed
8351abea83d54a0682552365,2,Distribution,Normally Policed
8352eccef2b97c9125e39686,1,Distribution,Normally Policed
8354ada80af8a1b73244fb79,1,Possession,Highly Policed
83562483b2dcbdea9d12ca54,5,Distribution,Normally Policed
83597a88e74a5ed005c8553d,3,Possession,Normally Policed
835b416d3a807eba44032ec9,1,Distribution,Normally Policed
83600d5cd767b1ce6dab7946,1,Distribution,Normally Policed
8364631b75f8093b91ba6518,1,Distribution,Normally Policed
83654b3c02e30fd7f8f585de,1,Distribution,Highly Policed
836ac2f63c4e83ad558688be,2,Possession,Normally Policed
836f534d6da33b9968e42b65,1,Distribution,Normally Policed
83728c732ad5fd81992e805c,1,Possession,Normally Policed
8372fd32ab98b52251a787d1,3,Distribution,Normally Policed
8372fd8c2290156aa26ca3ef,1,Distribution,Normally Policed
83767fa4f5d75b1a7e233242,1,Distribution,Normally Policed
83778621e6ea78cf5d6ddd49,3,Possession,Normally Policed
837dc5941cf83c345aed2cfd,3,Possession,Highly Policed
8381382a7deb543523a8dd8e,1,Distribution,Normally Policed
838282125a99ba7422f85bea,10,Distribution,Normally Policed
838521424fdb00d441a07907,4,Distribution,Ultra-Policed
8388f719f161a06645512173,2,Possession,Normally Policed
8397b6342348e2d023749a3a,1,Distribution,Normally Policed
839aaf7056b6d7f40d91f44c,1,Possession,Normally Policed
839f5a2131992e20352a9c4c,1,Possession,Normally Policed
83a6db13788525ac0dee4cec,1,Possession,Normally Policed
83a826f32540a6ec59a8caad,1,Possession,Normally Policed
83a9817145fa1b7654ca5405,7,Distribution,Normally Policed
83b9121c7bcb85a0fb307513,2,Possession,Highly Policed
83c291b30eca7e6503f07fd7,1,Possession,Normally Policed
83c9360d3c4ceae9607a3428,1,Possession,Normally Policed
83ca0061a559a8c65ff2f556,2,Distribution,Normally Policed
83cb7bccbe72fc4dc713cda2,1,Possession,Normally Policed
83ceb13d8c3a26debd6b9454,1,Possession,Normally Policed
83d081e7396a492947efd13b,1,Distribution,Normally Policed
83d48ec8f6ac8e96a89697da,2,Distribution,Normally Policed
83d522d0cc76dd67bdd09d19,1,Distribution,Normally Policed
83d5fad34f9ba454ceacf6b7,1,Possession,Normally Policed
83da08fc30a0cdf829319c80,2,Possession,Normally Policed
83de8b60b0c2e8d5e6f3b670,1,Distribution,Normally Policed
83e4254ab5f34b652d235566,2,Possession,Highly Policed
83e54e595989931bedf82d06,16,Distribution,Ultra-Policed
83e9c4c6fb7b865612559339,2,Possession,Normally Policed
83ed677390b2bcfb94dfafb7,1,Possession,Normally Policed
83f3e86604db7fb5daf697d9,1,Distribution,Ultra-Policed
84000403392d64d34ac76840,1,Possession,Normally Policed
84034a1086c11132fea46a70,2,Possession,Normally Policed
8408c9e72a9e76bedf8e67db,1,Distribution,Normally Policed
840bf3d6761382182f18ea5b,1,Possession,Normally Policed
840e840f1f027e124c5fcec9,3,Possession,Normally Policed
841156dae662ccda2d161495,2,Distribution,Normally Policed
8418d5eb700b8d11bc67c8ce,1,Distribution,Normally Policed
8423b33d4a3c53c181b64af4,1,Distribution,Normally Policed
84261cbe3419b9f6e8290416,1,Distribution,Highly Policed
842628e5bbd4408b63cf2aa8,2,Distribution,Normally Policed
8426a02762d6636a49927c97,5,Distribution,Normally Policed
842a3b9d939ae2a05aa7aef4,1,Distribution,Normally Policed
842acf7f4e96fbe349c9bd69,1,Possession,Highly Policed
842f39dc0fcd5e7514026710,1,Possession,Normally Policed
84394d3cef4eec39ec70370c,2,Distribution,Normally Policed
8443a017b8c1b46e62a25260,2,Possession,Normally Policed
8447eac61a64591ad240bf3b,1,Possession,Normally Policed
84492a07e3ce18478a195f6d,1,Possession,Normally Policed
844a4062fc9da9fa77cd0c34,1,Distribution,Normally Policed
844ce5ccb12e03b68043488b,3,Distribution,Ultra-Policed
844ee300caeae9298c39d28a,2,Possession,Normally Policed
8457ce09123966ec212db2c8,1,Possession,Normally Policed
84589e04eee521f970fa2bae,2,Possession,Ultra-Policed
84624158d3c61510638ba30f,2,Distribution,Highly Policed
846305306aca68909be01c99,14,Distribution,Normally Policed
8463ed5c89dd7be8f4ce2991,1,Distribution,Normally Policed
846690a07be0b3d6bc73c65d,1,Possession,Normally Policed
8466cbe8f12d496707391170,1,Possession,Normally Policed
846ff016d9b3498dc58c76ff,1,Possession,Normally Policed
847409d31794b9aa9fa0330e,3,Possession,Highly Policed
84746aefec1b86fff2d1bbc8,5,Distribution,Ultra-Policed
8477b3af845a35635ff1e377,2,Possession,Normally Policed
847844ab5625e071739b6443,3,Possession,Normally Policed
8485093446422d8c7f07f23c,1,Distribution,Highly Policed
84876ef2cd0c22d7837ba533,1,Distribution,Normally Policed
8488a7ff3c80027d5201f654,2,Possession,Normally Policed
8490e6c28832c7901828d341,1,Possession,Normally Policed
8494c72b382a685c9ec6a596,1,Possession,Normally Policed
849a368e9cd0fb0fade21470,3,Distribution,Normally Policed
849b5ff2a135c267b5f4d32b,3,Possession,Highly Policed
849c546cba2f027b9bcd47be,7,Distribution,Normally Policed
849d14b32d98f6453aa20619,2,Distribution,Normally Policed
84a7c631978854f3ba47ab64,5,Possession,Highly Policed
84aa6bd60bfc24f03f57a3f4,4,Distribution,Highly Policed
84ae32c3c22af357b9798012,9,Possession,Normally Policed
84b117bfd74fb8f6e0123787,6,Distribution,Normally Policed
84b1e7c575f8dcf6ead8f2b7,1,Possession,Ultra-Policed
84b1f61ed583905db8de94a5,1,Possession,Normally Policed
84b2476222e2936db72bbb6a,1,Possession,Highly Policed
84b2a904852bb69a452c1f3f,1,Possession,Normally Policed
84b9a0ff06956993a350a145,1,Possession,Normally Policed
84bb9f4ee920f276c25ae30c,3,Distribution,Highly Policed
84c7817183b61a8994e3b67b,1,Distribution,Normally Policed
84cd88a5371184b66f314add,1,Possession,Normally Policed
84d564eb8ab5464c485e8547,2,Distribution,Highly Policed
84dc69fd8d10a48d97f5b952,2,Distribution,Highly Policed
84dec309e5a4a1925cb63dfe,1,Possession,Highly Policed
84e449d15ddc634f51bdfe89,4,Possession,Normally Policed
84e4ad811d129f2f840a5d20,1,Possession,Normally Policed
84e82077d2bf232d1c87fc81,2,Possession,Normally Policed
84e8e29605c96a1c34a8471e,2,Distribution,Highly Policed
84eaf56f04825deed5dd1d6a,1,Distribution,Normally Policed
84edb12381ca3b5aad67ddad,1,Possession,Ultra-Policed
84ee5a095ebabcb14ca13832,1,Distribution,Normally Policed
85029280c8fafbcc9fa019df,3,Possession,Normally Policed
8505e88fe5ba6a5238f7de71,1,Possession,Normally Policed
850a5257e899667bf290735d,4,Distribution,Normally Policed
8511704fc9249c0986b67ec2,1,Possession,Normally Policed
85119038592828d9585f6290,8,Distribution,Highly Policed
85172f5c2f815fa016279569,1,Distribution,Normally Policed
85175f3a4d7e3d100845246c,3,Distribution,Normally Policed
8517960e44239e1b13253d69,2,Possession,Normally Policed
851edec5872d616fbafebec9,2,Distribution,Normally Policed
851f17d97f65ff41435db7e1,1,Possession,Normally Policed
851fcdbcf53ea20c3b45de8c,1,Distribution,Normally Policed
8520523a22aee1fa8cae5c05,3,Distribution,Normally Policed
8521928d844acf378ce6fd88,3,Possession,Normally Policed
85238cae097eb959cac31ac5,1,Possession,Ultra-Policed
85250abd35c834a28b1da682,2,Possession,Highly Policed
85278d63fcb4335ec0d175a2,1,Possession,Normally Policed
8527ee6e1dc50e1d4c9505be,2,Distribution,Normally Policed
853174bc5d1b9b4daa2b4d61,2,Distribution,Normally Policed
853616ef4c8e7f0c557b7a66,1,Distribution,Normally Policed
853ce2e9da3d18d982072d7a,1,Distribution,Highly Policed
85409b8873403ff58ba5bbcf,1,Distribution,Normally Policed
8549b736c7107cbd01b63823,11,Distribution,Normally Policed
854c05402cb9bbf9edb11f55,1,Possession,Normally Policed
854d26d814de8c59c029ef82,1,Distribution,Normally Policed
854e47be0df77fd57f004cf5,1,Possession,Normally Policed
855717953aa251cd80fbb40f,1,Possession,Normally Policed
855a4e803ead22e084edb062,1,Possession,Normally Policed
855f34d2cad6142e87cdd688,2,Distribution,Normally Policed
8562007e03c67aa2dc1b3a39,1,Possession,Normally Policed
856878631d33da04eecdb478,1,Distribution,Normally Policed
857465c32dd9d0880afd5eae,3,Distribution,Normally Policed
8576ed07c33bafba7846c19c,2,Distribution,Highly Policed
8578f9e743451d4a9ce5c2de,1,Possession,Normally Policed
857f505a81c002b14b09ec9d,2,Distribution,Normally Policed
85874cc7945dc111ad661e6d,2,Possession,Ultra-Policed
85887d199510d2ca6f36c5e2,1,Possession,Normally Policed
8588d7cd4ef69795c798483c,2,Distribution,Normally Policed
858d57f239e1757496cf0074,1,Distribution,Normally Policed
858ee89e1263e2b196a90a3d,2,Distribution,Ultra-Policed
858f584ee242b4d7a28f065a,10,Distribution,Normally Policed
858fd4b32948c0ce9cfa06ba,5,Distribution,Normally Policed
859340e5bd0c3eeb33f9cba6,1,Possession,Normally Policed
8595f44ff0cfff59a243d1d5,1,Distribution,Normally Policed
859985859fd194d3c3ba6e56,1,Distribution,Normally Policed
8599f36cdffe3c3f26ffad18,1,Possession,Normally Policed
85a12517fe20a9dd840a48dc,1,Possession,Normally Policed
85bc75087b5c5435c87ad882,1,Possession,Normally Policed
85c3bff0ada5405053b7adca,7,Distribution,Normally Policed
85cb2d544572a8b994284631,2,Possession,Normally Policed
85cb6f1828eb86e0dc2b7d7e,3,Distribution,Normally Policed
85cbe46ab89dbe8bf813871f,1,Distribution,Highly Policed
85cd39dbd8c347567fd7c628,2,Distribution,Highly Policed
85cd43430b6ada3575ec767f,1,Possession,Normally Policed
85cf6ee3d5f9f71a76472e34,1,Possession,Normally Policed
85d4ace31e59a98604e8021a,1,Possession,Normally Policed
85d6ac19c0e600f7ced97e7a,1,Distribution,Normally Policed
85d97b0e8f44b069399bf66e,1,Distribution,Normally Policed
85db5ad58c3f47baf7ef22ab,1,Possession,Normally Policed
85dbff1edc56179b468022c3,2,Distribution,Normally Policed
85dd1ec3f7ff24c268931056,2,Distribution,Normally Policed
85e13a5583c350a48244416d,1,Possession,Normally Policed
85e2d0cf696f1002d4658c9b,1,Distribution,Normally Policed
85e2fc43873ec278c89120c4,3,Distribution,Normally Policed
85e6f5c542092fd609b95387,1,Distribution,Normally Policed
85ecf89de716bde1301bec85,1,Distribution,Normally Policed
85f075e432b27f195971b465,2,Distribution,Normally Policed
85f8ef544a416a251fa9b519,3,Distribution,Normally Policed
85f944a3177fd84b9340b376,4,Possession,Highly Policed
85fb49e923d3b7015d363ef0,1,Possession,Highly Policed
85fbeb496e65ce28461feb5a,1,Possession,Normally Policed
8601675043ce8ad46bfbdfbb,1,Possession,Normally Policed
8604dde7944d1585d5c24f0d,12,Possession,Ultra-Policed
86096bf4d2f6223932510db4,4,Distribution,Normally Policed
860aac4e7866777a68d316a5,4,Distribution,Normally Policed
860d90ed14cc754ffa23d166,7,Distribution,Normally Policed
860e3a8e9b5f365101fe8c94,2,Possession,Normally Policed
860f82e99cb644e54af54107,2,Distribution,Ultra-Policed
8610e065208bac292d2361ca,1,Possession,Normally Policed
861de6e7a932ab687f360a38,1,Distribution,Normally Policed
861e1e0450cd51decf210cc1,3,Distribution,Normally Policed
861e564432f04a72514d9d5e,2,Distribution,Normally Policed
861eed6f26e1370352ecff07,2,Distribution,Highly Policed
86285bb4aed2f4c05243941f,1,Possession,Normally Policed
862cb55696510b6c2653190e,1,Distribution,Normally Policed
863101f274a315dea16d9966,1,Distribution,Normally Policed
86381837d9fb00b6f800d922,1,Possession,Normally Policed
8639cc422395b128294980ed,1,Possession,Normally Policed
863bb8eac8fa6dbdc42170bf,1,Distribution,Highly Policed
863c8fceeb233b1610321e6c,1,Distribution,Normally Policed
863dbd651c0af95ab2d34d53,2,Possession,Normally Policed
864ba7dbaf44c0deb973d872,3,Possession,Highly Policed
864f7d01888364132f452220,1,Possession,Normally Policed
8657f6aceedffca52a971ed3,18,Distribution,Ultra-Policed
865c2bf3eb3cb82668a0a6a3,2,Distribution,Normally Policed
8660c73f7cf78bfd37f6a6fb,1,Possession,Normally Policed
8665018538fc9fcd96a01d90,1,Distribution,Normally Policed
8669e9ff6b287f9f7e8ad5b8,3,Possession,Ultra-Policed
8670d97f5f21d69d1b1877c0,1,Possession,Normally Policed
8673d9ba49d48dd9f3311dde,1,Possession,Normally Policed
8674657d5b88dff8365dffcd,1,Distribution,Normally Policed
867510d5dcc6ce332b27b679,1,Distribution,Normally Policed
8676707f947bd7f7d81f8b4f,1,Possession,Normally Policed
867abc816899a99048f22c05,1,Distribution,Normally Policed
86813a803049c164aa3bdc62,4,Distribution,Normally Policed
8682f1064f51bf110341c1b3,1,Distribution,Normally Policed
8686e8b57bf539be3bbd8014,1,Distribution,Normally Policed
868a05f45d09b0e91ba53ca7,2,Possession,Normally Policed
868a4429a0db8c2603b51e4d,1,Distribution,Normally Policed
8696f1da36f9d1b5738f40e5,2,Distribution,Normally Policed
8698e682e20136b725859238,1,Distribution,Normally Policed
86997aaf4d2bad6b8f649d3e,10,Distribution,Normally Policed
869b55fa5d17d864373baebf,1,Possession,Normally Policed
869f5bdbf8bd8a6aca532a4e,3,Distribution,Normally Policed
86a05e8bd485120da84af026,1,Possession,Normally Policed
86a43f863f1d2e38486728a3,3,Possession,Normally Policed
86a65c9a6290ecdd988e03cc,4,Distribution,Highly Policed
86a71ad4a2158060560abe9d,2,Possession,Highly Policed
86aba4c6a609ebb9df38ff1b,1,Possession,Normally Policed
86b3e67cba7ff7f62e7bcc6b,2,Distribution,Normally Policed
86b986359ad52b7204f9372d,1,Possession,Normally Policed
86c035cd65990c83d3fa4b7b,2,Distribution,Normally Policed
86c2b3af0164079cba5f303f,2,Possession,Normally Policed
86c2dc767ff14a3bcc9dd5c7,4,Distribution,Normally Policed
86c3582a637a0084d34ef72c,1,Distribution,Normally Policed
86c478134847dc105f949770,6,Distribution,Ultra-Policed
86c4d37e2244e8aaf3176e24,19,Distribution,Normally Policed
86c8226e2b901b208c0a4764,4,Distribution,Highly Policed
86cfbb39f5d7e8c65d953fa4,1,Possession,Normally Policed
86d1178590928ca7941fbc6e,1,Distribution,Highly Policed
86d15ddb86df439183d19726,2,Distribution,Normally Policed
86d35edccfae3d47975a3024,1,Distribution,Normally Policed
86d3627d864b1c752b65b70e,4,Distribution,Highly Policed
86d58bdb2fed2d7c53559135,3,Possession,Normally Policed
86d6520f828afb2a8c087cfa,1,Possession,Normally Policed
86e234b13dc64a4dc24ba9f9,1,Distribution,Normally Policed
86e2b5192a963c1e1e860d8d,1,Possession,Normally Policed
86e4dde8eeb8581d976fc19a,3,Distribution,Normally Policed
86e5c57005d3f070733de7c3,2,Distribution,Normally Policed
86e898630229b9f814c59040,2,Distribution,Normally Policed
86ecc2c87d1cf6a4b38898cd,2,Distribution,Normally Policed
86edc165dda3ca886bdf8a6d,1,Distribution,Normally Policed
86f67aca4e3263f9ed574f0d,2,Distribution,Normally Policed
86fef367dcd9f47ad48be529,1,Distribution,Normally Policed
87092e6d87cd804df66877cb,1,Distribution,Highly Policed
870a3f4ba1ed420f31a9d38d,2,Possession,Normally Policed
870ea4d2d40d8b9f4e26f7dd,1,Possession,Normally Policed
870ea89e38e279e4baaa3b5a,1,Possession,Normally Policed
870eab93a2d0e2d92b99b309,2,Distribution,Normally Policed
870f2ef1f257cfbfbe36d40e,1,Distribution,Normally Policed
87111a2921b5992d066bc478,1,Possession,Normally Policed
871868db0b95d90946729330,3,Possession,Normally Policed
871bc76f621812161fd98e2a,1,Possession,Normally Policed
871d14636ad5dfb4e21a30cb,1,Distribution,Normally Policed
872393aaef005e1a30cb47de,2,Distribution,Normally Policed
87334990493a4ab7556f199c,2,Distribution,Ultra-Policed
87367826daec1b11d40cb5ed,2,Possession,Normally Policed
8738044f72fb1156d706eebf,1,Distribution,Normally Policed
87384ac1e339880bc514f5cf,2,Distribution,Normally Policed
873f1547d456a6ba009e18d6,1,Possession,Normally Policed
873f3f8c2071260b20f98d06,1,Possession,Highly Policed
873fb9f38722bcc8eee3634e,1,Distribution,Normally Policed
8745797e0ee46d3a2d1f5920,1,Distribution,Normally Policed
874f7b5d451c1be280291c91,1,Distribution,Normally Policed
875045c8653558de6e962f5f,1,Distribution,Normally Policed
8751a1c529ae9f24b9bb9641,1,Possession,Normally Policed
875ae3b47ddd2721473978a5,2,Possession,Highly Policed
875c30ea70e315111cd21de1,1,Distribution,Normally Policed
87608e9e54e0feb168af929f,3,Distribution,Normally Policed
87676eaf3e8c96e5bb3cb976,1,Possession,Normally Policed
876bf5047e3e2a84462f241e,41,Distribution,Normally Policed
876eebdca8a550137a04ffc8,7,Possession,Normally Policed
8775d31f4dba7e564c621a03,7,Distribution,Ultra-Policed
8777a992ffa3846116906ba2,7,Distribution,Normally Policed
8778024038843b76c0b97de7,1,Distribution,Normally Policed
8779938008dc79b49f2ffa07,1,Possession,Normally Policed
87799c77fea6a64a15278a95,1,Possession,Normally Policed
878d6084ab3327cb1c5ab939,1,Possession,Normally Policed
87a06c4cf23ab4d94690a985,3,Distribution,Normally Policed
87a61f0a6280742763de0dc9,1,Possession,Normally Policed
87a6dc3e400b8b3de8e35c7b,1,Possession,Highly Policed
87a786960b75d878df0e2124,1,Possession,Normally Policed
87a8f80879f5e3b781b48599,1,Distribution,Ultra-Policed
87a92f2b61b3daa32e963f3b,1,Possession,Highly Policed
87ae9e3e1d7bea5cf10063f4,1,Possession,Normally Policed
87b129e726884d828b179dd5,1,Possession,Normally Policed
87b1c834ad40f69dfb2b0fb5,5,Distribution,Normally Policed
87b246025c41aa93e5bd3640,1,Possession,Normally Policed
